iteration,model_id,testDataLoss,trainDataLoss,param_space,feature_imp,model_name,test_acc,test_prec,test_recall
0,0,-0.4886363636363636,-1.6482816076130793,"learning_rate":53 || "max_samples":35 || "max_iter":62 || "bootstrap":1 || "solver":0 || "activation":3 || "alphaNB":65 || "fit_prior":0 || "bootstrapB":1 || "min_samples_leaf":8 || "n_estimators":44 || "max_features":5 || "criterion":0 || "bootstrap_features":0 || "min_samples_split":6 || "alpha":24 || "lag":4 || "max_depth":9 || "learning_rate_init":85 || "hidden_layer_sizes":0,"totalBen":0.09392158326194362 || "retirement":0.10108071241112467 || "totalCompens":0.09653101591720085 || "otherBen":0.07211961709180834 || "totalSal":0.1284574856025585 || "salaries":0.0631420301718761 || "overtime":0.17696788619321407 || "otherSal":0.1602186309222557 || "health":0.07120538623775889 || "year":0.03635565219025924,RandomForest,0.5747960960391538,0.12829851916469778,0.49375791529498314
0,1,-0.38771281362007165,-1.5018263032291166,"learning_rate":85 || "max_samples":122 || "max_iter":13 || "bootstrap":1 || "solver":0 || "activation":2 || "alphaNB":69 || "fit_prior":1 || "bootstrapB":1 || "min_samples_leaf":1 || "n_estimators":46 || "max_features":5 || "criterion":1 || "bootstrap_features":0 || "min_samples_split":1 || "alpha":93 || "lag":3 || "max_depth":20 || "learning_rate_init":47 || "hidden_layer_sizes":8,"totalBen":0.08700531790580285 || "retirement":0.13478575440024687 || "totalCompens":0.12037367944964324 || "otherBen":0.09340408477005982 || "totalSal":0.10316535748520786 || "salaries":0.10909502317805939 || "overtime":0.104144462291013 || "otherSal":0.11814830878479772 || "health":0.07629048787967214 || "year":0.05358752385549707,RandomForest,0.4030995570955062,0.05086504749296841,0.13216125594654696
0,2,-0.38366022638563624,-1.4472926857008312,"learning_rate":29 || "max_samples":175 || "max_iter":21 || "bootstrap":1 || "solver":0 || "activation":2 || "alphaNB":22 || "fit_prior":0 || "bootstrapB":0 || "min_samples_leaf":0 || "n_estimators":77 || "max_features":4 || "criterion":0 || "bootstrap_features":0 || "min_samples_split":6 || "alpha":18 || "lag":2 || "max_depth":1 || "learning_rate_init":41 || "hidden_layer_sizes":7,"totalBen":0.08401747777344133 || "retirement":0.14018932344673848 || "totalCompens":0.08660044735975805 || "otherBen":0.06826046690156899 || "totalSal":0.1009343673635709 || "salaries":0.10862297074794287 || "overtime":0.13631585573788096 || "otherSal":0.1600572598584052 || "health":0.07820248997709271 || "year":0.03679934083360051,RandomForest,0.5074814770024909,0.49130337850799216,0.5901895744383614
0,3,-0.5026709401709402,-1.419472473598775,"learning_rate":66 || "max_samples":34 || "max_iter":81 || "bootstrap":1 || "solver":0 || "activation":1 || "alphaNB":17 || "fit_prior":0 || "bootstrapB":0 || "min_samples_leaf":6 || "n_estimators":88 || "max_features":0 || "criterion":1 || "bootstrap_features":1 || "min_samples_split":1 || "alpha":23 || "lag":4 || "max_depth":17 || "learning_rate_init":2 || "hidden_layer_sizes":0,"totalBen":0.10742644388912037 || "retirement":0.115640217556145 || "totalCompens":0.11045724134966076 || "otherBen":0.06812072168335287 || "totalSal":0.09794087340345073 || "salaries":0.08166645596096886 || "overtime":0.14470910115392155 || "otherSal":0.15004009899182943 || "health":0.08013883580631045 || "year":0.04386001020523998,RandomForest,0.4726594694823859,0.4992969974453956,0.9708985163966546
0,4,-0.433926437958696,-1.3934567728873064,"learning_rate":67 || "max_samples":7 || "max_iter":89 || "bootstrap":1 || "solver":0 || "activation":3 || "alphaNB":33 || "fit_prior":0 || "bootstrapB":1 || "min_samples_leaf":4 || "n_estimators":49 || "max_features":1 || "criterion":0 || "bootstrap_features":0 || "min_samples_split":3 || "alpha":15 || "lag":4 || "max_depth":7 || "learning_rate_init":19 || "hidden_layer_sizes":4,"totalBen":0.10044096671636418 || "retirement":0.128162141687653 || "totalCompens":0.09077484950200689 || "otherBen":0.07750240423662652 || "totalSal":0.10417631611589442 || "salaries":0.1143812878658178 || "overtime":0.12073569704757628 || "otherSal":0.15011427844854028 || "health":0.07256402934749975 || "year":0.04114802903202095,RandomForest,0.5167190101330401,0.22929700236495332,0.12038991174895719
1,0,-0.5160968660968661,-1.6116362683218828,"learning_rate":51 || "max_samples":175 || "max_iter":15 || "bootstrap":0 || "solver":0 || "activation":0 || "alphaNB":23 || "fit_prior":1 || "bootstrapB":0 || "min_samples_leaf":1 || "n_estimators":23 || "max_features":4 || "criterion":0 || "bootstrap_features":0 || "min_samples_split":6 || "alpha":14 || "lag":4 || "max_depth":5 || "learning_rate_init":99 || "hidden_layer_sizes":1,"totalBen":0.143743532913361 || "retirement":0.11234602314876105 || "totalCompens":0.14599245827417343 || "otherBen":0.12002375908872283 || "totalSal":0.08607379050629568 || "salaries":0.09337691132300105 || "overtime":0.08434604035951045 || "otherSal":0.10325128001171957 || "health":0.05754866714017257 || "year":0.05329753723428232,RandomForest,0.7266471765817872,0.2975209075647275,0.22731301831996298
1,1,-0.5449819522912743,-1.6093593874614949,"learning_rate":91 || "max_samples":136 || "max_iter":53 || "bootstrap":1 || "solver":0 || "activation":0 || "alphaNB":60 || "fit_prior":1 || "bootstrapB":0 || "min_samples_leaf":8 || "n_estimators":18 || "max_features":5 || "criterion":1 || "bootstrap_features":0 || "min_samples_split":6 || "alpha":37 || "lag":0 || "max_depth":3 || "learning_rate_init":32 || "hidden_layer_sizes":11,"totalBen":0.1201446281296535 || "retirement":0.14002889044410477 || "totalCompens":0.10109874790692315 || "otherBen":0.06562870018234498 || "totalSal":0.11281151306860289 || "salaries":0.10962791930549265 || "overtime":0.14183529778232615 || "otherSal":0.09674061050739138 || "health":0.07365773243231288 || "year":0.038425960240847615,RandomForest,0.48755008731238847,0.2913704696264849,0.2365865251417737
1,2,-0.517585682697623,-1.5310123632789316,"learning_rate":33 || "max_samples":127 || "max_iter":15 || "bootstrap":0 || "solver":0 || "activation":3 || "alphaNB":20 || "fit_prior":0 || "bootstrapB":1 || "min_samples_leaf":2 || "n_estimators":23 || "max_features":2 || "criterion":1 || "bootstrap_features":0 || "min_samples_split":4 || "alpha":60 || "lag":3 || "max_depth":6 || "learning_rate_init":53 || "hidden_layer_sizes":11,"totalBen":0.11852645373861441 || "retirement":0.10305358017836944 || "totalCompens":0.15072014416047316 || "otherBen":0.12950769826713365 || "totalSal":0.10749118808079772 || "salaries":0.09979382709152014 || "overtime":0.09953937630438665 || "otherSal":0.09381014733047356 || "health":0.058437585316437855 || "year":0.03911999953179342,RandomForest,0.4539953184004001,0.32366646879706723,0.8888623764888032
1,3,-0.4138503086419753,-1.457482240671332,"learning_rate":91 || "max_samples":230 || "max_iter":68 || "bootstrap":1 || "solver":0 || "activation":2 || "alphaNB":3 || "fit_prior":1 || "bootstrapB":0 || "min_samples_leaf":1 || "n_estimators":13 || "max_features":4 || "criterion":1 || "bootstrap_features":0 || "min_samples_split":1 || "alpha":12 || "lag":0 || "max_depth":22 || "learning_rate_init":46 || "hidden_layer_sizes":9,"totalBen":0.10287482191605375 || "retirement":0.13944769686254274 || "totalCompens":0.08634727418617377 || "otherBen":0.08047558844536715 || "totalSal":0.11435138014416964 || "salaries":0.1502758080180374 || "overtime":0.08195631484040138 || "otherSal":0.1158059495873438 || "health":0.09007436226009694 || "year":0.03839080373981345,RandomForest,0.4704064510219565,0.24007745544205086,0.12128843110838256
1,4,-0.30031876138433516,-1.4486114601848148,"learning_rate":18 || "max_samples":73 || "max_iter":40 || "bootstrap":1 || "solver":0 || "activation":2 || "alphaNB":5 || "fit_prior":1 || "bootstrapB":0 || "min_samples_leaf":7 || "n_estimators":59 || "max_features":4 || "criterion":1 || "bootstrap_features":1 || "min_samples_split":1 || "alpha":95 || "lag":1 || "max_depth":21 || "learning_rate_init":96 || "hidden_layer_sizes":12,"totalBen":0.10307317326078184 || "retirement":0.13722694634691066 || "totalCompens":0.10893125220889202 || "otherBen":0.06076811754367539 || "totalSal":0.10173221288345458 || "salaries":0.12171303987573419 || "overtime":0.13697111041791343 || "otherSal":0.10945707380815653 || "health":0.07886643144896335 || "year":0.041260642205518075,RandomForest,0.6113908209291232,0.13455731993733608,0.24494315041795456
2,0,-0.2678012519561815,-1.8350673896814331,"learning_rate":87 || "max_samples":194 || "max_iter":9 || "bootstrap":0 || "solver":0 || "activation":2 || "alphaNB":71 || "fit_prior":1 || "bootstrapB":1 || "min_samples_leaf":5 || "n_estimators":0 || "max_features":3 || "criterion":0 || "bootstrap_features":0 || "min_samples_split":6 || "alpha":72 || "lag":4 || "max_depth":13 || "learning_rate_init":47 || "hidden_layer_sizes":10,"totalBen":0.15952157359361388 || "retirement":0.1448887548751889 || "totalCompens":0.14125525054498228 || "otherBen":0.11230292042244994 || "totalSal":0.09354889795335093 || "salaries":0.13421866012528993 || "overtime":0.07224206266267541 || "otherSal":0.053452851562697766 || "health":0.06445311219920505 || "year":0.024115916060545823,RandomForest,0.4199547485468032,-0.022104321052140358,-0.042304445939958246
