iteration,model_id,testDataLoss,trainDataLoss,param_space,feature_imp,model_name,test_acc,test_prec,test_recall
0,0,-0.3787878787878788,-1.71758499775992,"learning_rate":89 || "max_samples":114 || "max_iter":87 || "bootstrap":1 || "solver":0 || "activation":3 || "alphaNB":89 || "fit_prior":0 || "bootstrapB":0 || "min_samples_leaf":0 || "n_estimators":79 || "max_features":1 || "criterion":0 || "bootstrap_features":0 || "min_samples_split":6 || "alpha":93 || "lag":1 || "max_depth":3 || "learning_rate_init":18 || "hidden_layer_sizes":2,"totalBen":0.08367528465756306 || "retirement":0.15226734390852986 || "totalCompens":0.14406972819129524 || "otherBen":0.08770038724204376 || "totalSal":0.11665449079798577 || "salaries":0.06155689096058024 || "overtime":0.0627647182250904 || "otherSal":0.13567895929491267 || "health":0.08427999389317686 || "year":0.07135220282882218,RandomForest,0.5832697622853984,0.13893815373945573,-0.06386504253004244
0,1,-0.43931384742951907,-1.4874434762939832,"learning_rate":31 || "max_samples":139 || "max_iter":12 || "bootstrap":0 || "solver":0 || "activation":3 || "alphaNB":26 || "fit_prior":0 || "bootstrapB":1 || "min_samples_leaf":5 || "n_estimators":49 || "max_features":5 || "criterion":0 || "bootstrap_features":1 || "min_samples_split":3 || "alpha":65 || "lag":2 || "max_depth":24 || "learning_rate_init":25 || "hidden_layer_sizes":2,"totalBen":0.04984212477364637 || "retirement":0.1762055566982208 || "totalCompens":0.19049280321440681 || "otherBen":0.05694679538896158 || "totalSal":0.0736952365212169 || "salaries":0.05997482718712044 || "overtime":0.04853092963888539 || "otherSal":0.18781975205367113 || "health":0.08907634364033717 || "year":0.06741563088353345,RandomForest,0.4555041063428201,0.15593089175063016,0.0078111252934453534
0,2,-0.4693223443223444,-1.4681106525220833,"learning_rate":74 || "max_samples":69 || "max_iter":47 || "bootstrap":1 || "solver":0 || "activation":3 || "alphaNB":77 || "fit_prior":1 || "bootstrapB":1 || "min_samples_leaf":3 || "n_estimators":50 || "max_features":3 || "criterion":0 || "bootstrap_features":0 || "min_samples_split":4 || "alpha":2 || "lag":4 || "max_depth":22 || "learning_rate_init":84 || "hidden_layer_sizes":2,"totalBen":0.06960738908722341 || "retirement":0.15545083205878107 || "totalCompens":0.1792404047128263 || "otherBen":0.07644501621634094 || "totalSal":0.08919897828220345 || "salaries":0.06242499782681622 || "overtime":0.0901481019979153 || "otherSal":0.16118014152037846 || "health":0.055529294039097433 || "year":0.06077484425841743,RandomForest,0.8187552922080121,0.2994722035948648,0.16632009438512557
0,3,-0.5489045383411582,-1.390731238850181,"learning_rate":80 || "max_samples":238 || "max_iter":77 || "bootstrap":0 || "solver":0 || "activation":1 || "alphaNB":59 || "fit_prior":1 || "bootstrapB":0 || "min_samples_leaf":9 || "n_estimators":84 || "max_features":5 || "criterion":0 || "bootstrap_features":1 || "min_samples_split":0 || "alpha":32 || "lag":1 || "max_depth":17 || "learning_rate_init":20 || "hidden_layer_sizes":10,"totalBen":0.05218475746609648 || "retirement":0.14641950058616468 || "totalCompens":0.18271771859740646 || "otherBen":0.053556313250370954 || "totalSal":0.08108665559770127 || "salaries":0.06371288853976419 || "overtime":0.0682723227916486 || "otherSal":0.2044594902936209 || "health":0.0759136426679042 || "year":0.07167671020932224,RandomForest,0.7944804502462107,0.23981841209567753,0.4818964578278038
0,4,-0.44947665056360697,-1.1857871066373922,"learning_rate":18 || "max_samples":209 || "max_iter":0 || "bootstrap":0 || "solver":0 || "activation":1 || "alphaNB":35 || "fit_prior":1 || "bootstrapB":0 || "min_samples_leaf":8 || "n_estimators":8 || "max_features":1 || "criterion":1 || "bootstrap_features":1 || "min_samples_split":1 || "alpha":20 || "lag":0 || "max_depth":21 || "learning_rate_init":53 || "hidden_layer_sizes":4,"totalBen":0.05855654312627638 || "retirement":0.15012539999466776 || "totalCompens":0.16647936852516237 || "otherBen":0.04154455941988897 || "totalSal":0.08287380333310476 || "salaries":0.06596172186950941 || "overtime":0.06179687321706824 || "otherSal":0.21185095322997333 || "health":0.08285184067151749 || "year":0.07795893661283121,RandomForest,0.6567208604641624,0.017749442448026398,0.32496099839512405
1,0,-0.4369553376906319,-1.5872768464065776,"learning_rate":54 || "max_samples":207 || "max_iter":36 || "bootstrap":1 || "solver":0 || "activation":0 || "alphaNB":27 || "fit_prior":0 || "bootstrapB":0 || "min_samples_leaf":8 || "n_estimators":27 || "max_features":2 || "criterion":0 || "bootstrap_features":1 || "min_samples_split":4 || "alpha":22 || "lag":2 || "max_depth":4 || "learning_rate_init":83 || "hidden_layer_sizes":9,"totalBen":0.03278481768019025 || "retirement":0.13965466777025332 || "totalCompens":0.15545551451119682 || "otherBen":0.09595366541128118 || "totalSal":0.07216634827868176 || "salaries":0.06641625684351324 || "overtime":0.10293215247977816 || "otherSal":0.18468425569386454 || "health":0.09304302644221127 || "year":0.05690929488902946,RandomForest,0.6791127658981699,0.151840868865041,0.16087757967906408
1,1,-0.471609477124183,-1.532234066726372,"learning_rate":63 || "max_samples":43 || "max_iter":6 || "bootstrap":1 || "solver":0 || "activation":1 || "alphaNB":16 || "fit_prior":0 || "bootstrapB":1 || "min_samples_leaf":3 || "n_estimators":66 || "max_features":5 || "criterion":1 || "bootstrap_features":0 || "min_samples_split":6 || "alpha":51 || "lag":3 || "max_depth":0 || "learning_rate_init":56 || "hidden_layer_sizes":6,"totalBen":0.04392450938729895 || "retirement":0.22733737086044642 || "totalCompens":0.09555300374091691 || "otherBen":0.05329868165941433 || "totalSal":0.0776212091675389 || "salaries":0.11564699865104067 || "overtime":0.12770129199869404 || "otherSal":0.15478491968589494 || "health":0.03771490262086756 || "year":0.06641711222788729,RandomForest,0.5760688421799406,0.33526036031191164,0.2585548159920342
1,2,-0.4854036559979183,-1.5249667499024058,"learning_rate":75 || "max_samples":120 || "max_iter":16 || "bootstrap":1 || "solver":0 || "activation":2 || "alphaNB":22 || "fit_prior":0 || "bootstrapB":1 || "min_samples_leaf":6 || "n_estimators":62 || "max_features":1 || "criterion":1 || "bootstrap_features":1 || "min_samples_split":1 || "alpha":33 || "lag":4 || "max_depth":24 || "learning_rate_init":64 || "hidden_layer_sizes":3,"totalBen":0.057354448684238224 || "retirement":0.19568484767476652 || "totalCompens":0.13141958547271806 || "otherBen":0.09100588746740818 || "totalSal":0.08105233589854448 || "salaries":0.04581398398676732 || "overtime":0.10244314483264098 || "otherSal":0.17641297673933104 || "health":0.056242275118962445 || "year":0.0625705141246227,RandomForest,0.5004606673012539,0.39651763649469585,0.04813479086482075
1,3,-0.46464646464646464,-1.4758664760058464,"learning_rate":0 || "max_samples":95 || "max_iter":64 || "bootstrap":1 || "solver":0 || "activation":1 || "alphaNB":34 || "fit_prior":1 || "bootstrapB":1 || "min_samples_leaf":0 || "n_estimators":48 || "max_features":4 || "criterion":1 || "bootstrap_features":0 || "min_samples_split":2 || "alpha":54 || "lag":4 || "max_depth":0 || "learning_rate_init":87 || "hidden_layer_sizes":12,"totalBen":0.099976156664297 || "retirement":0.1839838254138882 || "totalCompens":0.12804766807091844 || "otherBen":0.08587932316029415 || "totalSal":0.07904266194864847 || "salaries":0.10120649142632081 || "overtime":0.10641875254062542 || "otherSal":0.1193094772961105 || "health":0.042094596111495575 || "year":0.05404104736740152,RandomForest,0.6708832993170686,0.14214495296440002,0.2717201057661248
1,4,-0.5042087542087542,-1.423663037825651,"learning_rate":77 || "max_samples":64 || "max_iter":41 || "bootstrap":1 || "solver":0 || "activation":0 || "alphaNB":47 || "fit_prior":0 || "bootstrapB":0 || "min_samples_leaf":8 || "n_estimators":23 || "max_features":3 || "criterion":0 || "bootstrap_features":0 || "min_samples_split":3 || "alpha":63 || "lag":0 || "max_depth":8 || "learning_rate_init":24 || "hidden_layer_sizes":6,"totalBen":0.03120349245420615 || "retirement":0.14979947418514 || "totalCompens":0.14398183487481173 || "otherBen":0.09199345275467764 || "totalSal":0.05678082239455542 || "salaries":0.07400577603425368 || "overtime":0.10269745215703177 || "otherSal":0.19023833048372096 || "health":0.09899834582763276 || "year":0.06030101883396989,RandomForest,0.4206901328432252,0.15540322928127986,0.2272101116958622
