iteration,model_id,testDataLoss,trainDataLoss,param_space,feature_imp,model_name,test_acc,test_prec,test_recall
0,0,-0.4206018518518519,-1.721549486506735,"learning_rate":56 || "max_samples":159 || "max_iter":1 || "bootstrap":1 || "solver":0 || "activation":0 || "alphaNB":86 || "fit_prior":0 || "bootstrapB":1 || "min_samples_leaf":3 || "n_estimators":21 || "max_features":0 || "criterion":0 || "bootstrap_features":1 || "min_samples_split":4 || "alpha":58 || "lag":0 || "max_depth":7 || "learning_rate_init":99 || "hidden_layer_sizes":12,"totalBen":0.07372309697976917 || "retirement":0.09816600594788463 || "totalCompens":0.09835439286005737 || "otherBen":0.09370485691263024 || "totalSal":0.08331764799921734 || "salaries":0.07600149508594238 || "overtime":0.12900570446530113 || "otherSal":0.2285797448148093 || "health":0.07718298432970414 || "year":0.04196407060468431,RandomForest,0.828835051395699,0.38797007672771044,0.9400576334441546
0,1,-0.5011022927689593,-1.624120630234412,"learning_rate":56 || "max_samples":52 || "max_iter":31 || "bootstrap":0 || "solver":0 || "activation":1 || "alphaNB":37 || "fit_prior":1 || "bootstrapB":0 || "min_samples_leaf":2 || "n_estimators":66 || "max_features":1 || "criterion":0 || "bootstrap_features":1 || "min_samples_split":3 || "alpha":81 || "lag":0 || "max_depth":3 || "learning_rate_init":16 || "hidden_layer_sizes":9,"totalBen":0.0789997088231569 || "retirement":0.1285245747845127 || "totalCompens":0.08551350607159176 || "otherBen":0.07113881048611867 || "totalSal":0.0632906743819345 || "salaries":0.14266287513952 || "overtime":0.11624989394114167 || "otherSal":0.1945864323544436 || "health":0.07235093553784887 || "year":0.04668258847973122,RandomForest,0.4685375668257328,0.562493592442965,0.501287468362005
0,2,-0.31821895424836605,-1.5615569141876262,"learning_rate":86 || "max_samples":67 || "max_iter":57 || "bootstrap":0 || "solver":0 || "activation":3 || "alphaNB":72 || "fit_prior":1 || "bootstrapB":1 || "min_samples_leaf":9 || "n_estimators":59 || "max_features":3 || "criterion":0 || "bootstrap_features":1 || "min_samples_split":2 || "alpha":87 || "lag":0 || "max_depth":2 || "learning_rate_init":23 || "hidden_layer_sizes":5,"totalBen":0.09728350278977202 || "retirement":0.09721061477392091 || "totalCompens":0.06937529629769841 || "otherBen":0.04706640403371485 || "totalSal":0.07035117986347608 || "salaries":0.16652389342410648 || "overtime":0.17230974613294045 || "otherSal":0.18342074064921285 || "health":0.038193033383442834 || "year":0.05826558865171516,RandomForest,0.7230975613376349,0.5318852897887909,0.7172417903415493
0,3,-0.3229684908789386,-1.446959616929167,"learning_rate":33 || "max_samples":222 || "max_iter":10 || "bootstrap":0 || "solver":0 || "activation":3 || "alphaNB":33 || "fit_prior":1 || "bootstrapB":0 || "min_samples_leaf":5 || "n_estimators":54 || "max_features":5 || "criterion":0 || "bootstrap_features":0 || "min_samples_split":5 || "alpha":40 || "lag":4 || "max_depth":17 || "learning_rate_init":78 || "hidden_layer_sizes":8,"totalBen":0.10538515367434098 || "retirement":0.14692804332963866 || "totalCompens":0.04018788495431529 || "otherBen":0.09413413970050591 || "totalSal":0.06964597977292361 || "salaries":0.13906187079962934 || "overtime":0.1434166200849308 || "otherSal":0.18720016178832602 || "health":0.042242864703514724 || "year":0.03179728119187469,RandomForest,0.7095251604500565,0.3680705954618635,0.6955721537397468
0,4,-0.5571047008547008,-1.4379214754672742,"learning_rate":24 || "max_samples":66 || "max_iter":86 || "bootstrap":1 || "solver":0 || "activation":0 || "alphaNB":17 || "fit_prior":1 || "bootstrapB":1 || "min_samples_leaf":7 || "n_estimators":22 || "max_features":0 || "criterion":0 || "bootstrap_features":0 || "min_samples_split":6 || "alpha":39 || "lag":3 || "max_depth":3 || "learning_rate_init":6 || "hidden_layer_sizes":0,"totalBen":0.09855416100370834 || "retirement":0.11162738962735838 || "totalCompens":0.09218001178371267 || "otherBen":0.06367608891292112 || "totalSal":0.0774661969434639 || "salaries":0.0740178601964657 || "overtime":0.15033377332507977 || "otherSal":0.2456404514178124 || "health":0.04283720785781906 || "year":0.04366685893165866,RandomForest,0.6268374350483394,0.6030166690293863,0.9090185082797215
1,0,-0.5404265873015873,-1.7640970953398594,"learning_rate":14 || "max_samples":77 || "max_iter":70 || "bootstrap":1 || "solver":0 || "activation":3 || "alphaNB":69 || "fit_prior":0 || "bootstrapB":1 || "min_samples_leaf":0 || "n_estimators":70 || "max_features":1 || "criterion":1 || "bootstrap_features":1 || "min_samples_split":3 || "alpha":2 || "lag":3 || "max_depth":12 || "learning_rate_init":19 || "hidden_layer_sizes":11,"totalBen":0.0953855845295316 || "retirement":0.13558647479475994 || "totalCompens":0.112386423953369 || "otherBen":0.10735374234945069 || "totalSal":0.07503233228750056 || "salaries":0.09033907487663119 || "overtime":0.07124005623936522 || "otherSal":0.1731750731681622 || "health":0.0901149203791441 || "year":0.04938631742208554,RandomForest,0.5053218817491645,0.26646719931743906,0.6517010778074408
1,1,-0.4340796019900497,-1.5695528796666736,"learning_rate":12 || "max_samples":171 || "max_iter":15 || "bootstrap":0 || "solver":0 || "activation":3 || "alphaNB":53 || "fit_prior":1 || "bootstrapB":1 || "min_samples_leaf":9 || "n_estimators":89 || "max_features":5 || "criterion":1 || "bootstrap_features":0 || "min_samples_split":2 || "alpha":73 || "lag":0 || "max_depth":1 || "learning_rate_init":74 || "hidden_layer_sizes":11,"totalBen":0.0638171131704445 || "retirement":0.06487353087371371 || "totalCompens":0.09425298902857246 || "otherBen":0.06928465378960971 || "totalSal":0.06943327534480495 || "salaries":0.1397255452941312 || "overtime":0.1074519063074103 || "otherSal":0.27706658985998006 || "health":0.06272957128025106 || "year":0.0513648250510821,RandomForest,0.696904665416312,0.19365525753865018,0.0650186920023767
1,2,-0.4224270353302611,-1.5611944905125115,"learning_rate":87 || "max_samples":25 || "max_iter":83 || "bootstrap":1 || "solver":0 || "activation":3 || "alphaNB":30 || "fit_prior":0 || "bootstrapB":1 || "min_samples_leaf":9 || "n_estimators":20 || "max_features":4 || "criterion":1 || "bootstrap_features":0 || "min_samples_split":0 || "alpha":90 || "lag":4 || "max_depth":12 || "learning_rate_init":65 || "hidden_layer_sizes":4,"totalBen":0.06172763516476341 || "retirement":0.13250898752795748 || "totalCompens":0.08184051173557824 || "otherBen":0.0880755622539956 || "totalSal":0.05162822706920507 || "salaries":0.09563525091097214 || "overtime":0.08676852852272172 || "otherSal":0.2813366310260723 || "health":0.04673479116885575 || "year":0.07374387461987823,RandomForest,0.7886984319325686,0.7385197773842294,0.9596159704320825
1,3,-0.4426229508196722,-1.5341324798495948,"learning_rate":29 || "max_samples":127 || "max_iter":20 || "bootstrap":1 || "solver":0 || "activation":0 || "alphaNB":46 || "fit_prior":1 || "bootstrapB":1 || "min_samples_leaf":4 || "n_estimators":44 || "max_features":0 || "criterion":0 || "bootstrap_features":1 || "min_samples_split":0 || "alpha":15 || "lag":4 || "max_depth":7 || "learning_rate_init":70 || "hidden_layer_sizes":0,"totalBen":0.07492472678035836 || "retirement":0.1555989338147322 || "totalCompens":0.08837455658606866 || "otherBen":0.09193855970869823 || "totalSal":0.049841804174281225 || "salaries":0.08913023453355612 || "overtime":0.09376447692737445 || "otherSal":0.24374698683253535 || "health":0.06814079122290159 || "year":0.04453892941949379,RandomForest,0.5877827170809109,0.2586440206458565,0.16907664401251926
1,4,-0.5276923952641166,-1.4870521690723395,"learning_rate":89 || "max_samples":215 || "max_iter":85 || "bootstrap":0 || "solver":0 || "activation":2 || "alphaNB":56 || "fit_prior":0 || "bootstrapB":0 || "min_samples_leaf":6 || "n_estimators":49 || "max_features":5 || "criterion":1 || "bootstrap_features":1 || "min_samples_split":1 || "alpha":35 || "lag":3 || "max_depth":14 || "learning_rate_init":20 || "hidden_layer_sizes":12,"totalBen":0.088435806552326 || "retirement":0.06902419336850615 || "totalCompens":0.09948223715901086 || "otherBen":0.10254600557202827 || "totalSal":0.0697176800655034 || "salaries":0.1304887993985768 || "overtime":0.1052895063839772 || "otherSal":0.2441864472856242 || "health":0.06759915111695039 || "year":0.02323017309749662,RandomForest,0.551628783988368,0.5431837477556982,0.52961295652417
